mep,epid,country,group,dossier,lobbyists,title,committees,location,role,date
Pascal CANFIN,96711,France,RE,,SNCF,"transport ferroviaire, mobilité durable",,Bruxelles,Member,19/02/2020
Pascal CANFIN,96711,France,RE,,Saint Gobain,"efficacité énergétique, économie circulaire",,Strasbourg,Member,12/02/2020
Pascal CANFIN,96711,France,RE,,EUROFER,"Neutralité climatique et contribution du secteur de l'acier, ETS, mécanisme d'ajustement carbone aux frontières",,Strasbourg,Member,12/02/2020
Pascal CANFIN,96711,France,RE,,Suez,"neutralité climatique, économie circulaire",,Bruxelles,Member,06/02/2020
Pascal CANFIN,96711,France,RE,,Carrefour,"Biodiversité, déforestation",,Paris,Member,31/01/2020
Pascal CANFIN,96711,France,RE,,GRDF,Energy transition in Europe,,Bruxelles,Member,30/01/2020
Pascal CANFIN,96711,France,RE,,European Climate Foundation,Climate neutrality in Europe,,Bruxelles,Member,28/01/2020
Pascal CANFIN,96711,France,RE,,WWF,sustainable finance,,Bruxelles,Member,23/01/2020
Pascal CANFIN,96711,France,RE,,PGE,Transition in Central Europe,,Bruxelles,Member,23/01/2020
Pascal CANFIN,96711,France,RE,,"WWF, GreenerUK, BirdLife",Brexit,,Bruxelles,Member,22/01/2020
Pascal CANFIN,96711,France,RE,,Alstom,"sustainable mobility, Green Deal",,Strasbourg,Member,14/01/2020
Pascal CANFIN,96711,France,RE,,BEUC,"protection of EU consumers, trade policy",,European parliament,Member,07/01/2020
Pascal CANFIN,96711,France,RE,,Jeremy Rifkin,"Green Deal, industrial policy",,European parliament,Member,11/12/2019
Pascal CANFIN,96711,France,RE,,European Cement Association,Green Deal,,Brussels,Member,04/12/2019
Pascal CANFIN,96711,France,RE,,Agora Energiewende,"Energy policy, climate neutrality",,European parliament,Member,20/11/2019
Pascal CANFIN,96711,France,RE,,CLG Europe Leaders,Green Deal,,Brussels,Member,05/11/2019
Pascal CANFIN,96711,France,RE,,WWF,"Green Deal, Environment policies",,European parliament,Member,05/11/2019
Pascal CANFIN,96711,France,RE,,ETUC,Green Deal,,European parliament,Member,04/11/2019
Pascal CANFIN,96711,France,RE,,Greenpeace,Agriculture,,European parliament,Member,24/10/2019
Pascal CANFIN,96711,France,RE,,UNAF,"Biodiversity, bees",,European parliament,Member,23/10/2019
Pascal CANFIN,96711,France,RE,,Danone,"Biodiversity, circular economy",,European parliament,Member,18/10/2019
Pascal CANFIN,96711,France,RE,,Danone,"Biodiversity, deforestation",,Brussels,Member,18/10/2019
Pascal CANFIN,96711,France,RE,,InnoEnergy,European Alliance for Battery,,Brussels,Member,18/10/2019
Pascal CANFIN,96711,France,RE,,Inno Energy,European Battery Alliance,,European parliament,Member,18/10/2019
Pascal CANFIN,96711,France,RE,,Mirova,Sustainable finance,,Brussels,Member,18/10/2019
Pascal CANFIN,96711,France,RE,,European Climate Foundation,"ETS, Green Deal",,European parliament,Member,17/10/2019
Pascal CANFIN,96711,France,RE,,Green 10,Green Deal,,Bruxelles,Member,17/10/2019
Pascal CANFIN,96711,France,RE,,"business europe, CPGM, CISL, Air Liquide",Green Deal,,Europea parliament,Member,17/10/2019
Pascal CANFIN,96711,France,RE,,"Business Europe, SME United, Cambridge Institute for Sustainable Leadership",Green Deal,,Bruxelles,Member,17/10/2019
Pascal CANFIN,96711,France,RE,,European Climate Foundation,Green Deal,,Bruxelles,Member,17/10/2019
Pascal CANFIN,96711,France,RE,,Re-Define think tank,Sustainable finance,,Brussels,Member,17/10/2019
Pascal CANFIN,96711,France,RE,,Friends of the Earth,Trade and sustainable development,,Brussels,Member,17/10/2019
Pascal CANFIN,96711,France,RE,,Friends of the Earth,Trade policy,,European parliament,Member,17/10/2019
Pascal CANFIN,96711,France,RE,,"WWF, Greener UK, Green Alliance, BirdLife",Brexit and Environment,,Bruxelles,Member,10/10/2019
Pascal CANFIN,96711,France,RE,,CEE Bank Watch,"Sustainable finance, decabornation of economy, decarbonation in central europe",,Bruxelles,Member,10/10/2019
Pascal CANFIN,96711,France,RE,,Veblen Institute,Trade and sustainable development,,Bruxelles,Member,10/10/2019
Pascal CANFIN,96711,France,RE,,Gates Venture,"Sustainable finance, decarbonation of economy",,Bruxelles,Member,09/10/2019
Pascal CANFIN,96711,France,RE,,Counter balance,"Sustainable finance, ECB, EIB, European Climate Bank",,European parliament,Member,06/09/2019
Pascal CANFIN,96711,France,RE,['None'],WWF,"Environmental issues, Common Agricultural Policies, EU budget",['ENVI'],Parlement européen,Committee chair,03/09/2019
Pascal CANFIN,96711,France,RE,"[""échange de vues sur l'ensemble des sujets environnementaux""]",Green 10,"Environnement, développement durable, santé, biodiversité",['ENVI'],Bruxelles,Committee chair,11/07/2019
Pascal CANFIN,96711,France,RE,['Taxe sur les transactions financières'],Oxfam,Taxe sur les transactions financières,['ENVI'],Bruxelles,Committee chair,10/07/2019
Pascal CANFIN,96711,France,RE,"['', '']","Ben van Beurden, PDG Shell",soutenabilité et alignement sur l'accord de Paris,"['ENVI', 'ITRE']",Bruxelles,Member,09/07/2019
Pascal CANFIN,96711,France,RE,"['', '']",Triodos Bank,finance durable,"['ECON', 'ENVI']",Strasbourg,Member,03/07/2019
Maria da Graça CARVALHO,96867,Portugal,EPP,['INI Industrial strategy and others'],Orgalim,"Industrial strategy, resilience, global leadership; ecosystems, horizontal industrial policy and integration with recovery plan; importance of good governance",['ITRE'],Web,Member,09/07/2020
Maria da Graça CARVALHO,96867,Portugal,EPP,['EIT - Strategic Innovation Agenda'],Frontiers Open Access Platform,"Open science, open access and interactions between editorial platform and dissemination of EIT and KICs’ results.",['ITRE'],Brussels office,Rapporteur,06/02/2020
Maria da Graça CARVALHO,96867,Portugal,EPP,['EIT - Strategic Innovation Agenda'],KIC Food,"KICs’ activities, functioning and results obtained so far, improvements of the Com proposal, budget, funding curve, openness and geographical balance, financial sustainability, education and training activities, new KICs.",['ITRE'],Brussels office,Rapporteur,21/01/2020
Maria da Graça CARVALHO,96867,Portugal,EPP,['EIT - Strategic Innovation Agenda'],"HPE - Hewlett Packard Enterprise, Nove Consulting","Horizon Europe, Missions, HEP Digital priorities (high-perfomance computing, edge computing, artificial intelligence, sustainability and energy consumption, wi-fi connectivity vs 5G, IT infrastructures policy), ICT in the scope of EIT",['ITRE'],Brussels office,Rapporteur,06/11/2019
Maria da Graça CARVALHO,96867,Portugal,EPP,['EIT - Strategic Innovation Agenda'],KICs on Raw Materials and Health,"KICs’ activities, functioning and results obtained so far, improvements of the Com proposal, budget, funding curve, openness and geographical balance, financial sustainability, education, new KICs.",['ITRE'],Strasbourg,Rapporteur,24/10/2019
Maria da Graça CARVALHO,96867,Portugal,EPP,['EIT - Strategic Innovation Agenda'],KIC InnoEnergy,"KICs’ activities, functioning and results obtained so far, improvements of the Com proposal, budget, funding curve, openness and geographical balance, financial sustainability, education, new KICs.",['ITRE'],Strasbourg office,Rapporteur,23/10/2019
Maria da Graça CARVALHO,96867,Portugal,EPP,['EIT - Strategic Innovation Agenda'],EIT Governing Board,"EIT functioning, relations between Governing Board and KICs, importance of Court of Auditors’ remarks, results of the EIT so far",['ITRE'],Strasbourg office,Rapporteur,21/10/2019
Caroline NAGTEGAAL,190519,Netherlands,RE,['Amending Regulations (EU) No 575/2013 and (EU) 2019/876 as regards adjustments in response to the COVID-19 pandemic'],NVB,Meeting with Netherlands Banking Association (NVB),['ECON'],Remote,Shadow rapporteur,08/05/2020
Caroline NAGTEGAAL,190519,Netherlands,RE,['2016/0365(COD)'],ABN Amro Clearing Bank,CCP Recovery & Resolution,['ECON'],Amsterdam,Shadow rapporteur,10/01/2020
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],EJF (Environmental Justice Foundation),IUU - meeting with APA,['PECH'],Karsmakers,Member,04/03/2020
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,"['Recommendation on the draft Council decision on the conclusion of the Agreement in the form of an exchange of letters between the European Union and the Islamic Republic of Mauritania concerning the extension of the Protocol setting out the fishing opportunities and financial contribution provided for in the Fisheries Partnership Agreement between the European Community and the Islamic Republic of Mauritania, expiring on 15 November 2019']","CAOPA, CFFA",Fishing in Mauritania and Senegal - meeting with APA,['PECH'],European Parliament,Shadow rapporteur,20/02/2020
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],Ms Neefjes,Agriculture in the EP and Dutch Parliamentary committee work (by APA),['AGRI'],Brussels,Member,21/01/2020
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],"FACE (by APA), Ms De Jonge","Intergroup Biodiversity, hunting and countryside",['AGRI'],Brussels,Member,21/01/2020
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],ClientEarth,Bycatch - meeting with APA,['PECH'],European Parliament,Member,15/01/2020
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],CNPMEM Fisheries,Fisheries - meeting with APA,['PECH'],European Parliament,Member,12/11/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],Sportvisserij NL,Recreational fisheries,['PECH'],European Parliament,Member,05/11/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],VNO NCW,Environmental policy (by APA),['AGRI'],Brussels,Member,15/10/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],VNO NCW - Regio Zwolle,Regions Week,['AGRI'],Brussels,Member,08/10/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],Plantum NL,"Plant breeding sector EU, Africa, NL",['AGRI'],Brussels,Member,02/10/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],Collective of Small-Scale Fishermen,Offshore windfarms - meeting met APA,['PECH'],European Parliament,Member,30/09/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],Victor Maertens (HC) by APA,Antimicrobial Resistance,['AGRI'],Brussels,Member,25/09/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,,FACE,Intergroup (with APA),,Strasbourg European Parliament,Member - NA,17/09/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],Plantum (APA),Plant breeding,['AGRI'],Brussels,Member,11/09/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],"Nepluvi Dutch Poultry Sector, Gert Jan Oplaat",Mercosur Agreement,['INTA'],European Parliament,Member,10/09/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],Plantum,Plant breeding (APA),['AGRI'],eMeeting,Member,09/09/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,['Conclusion of the Free Trade Agreement between the European Union and the Socialist Republic of Viet Nam'],Nederlandse Permanente Vertegenwoordiging bij de EU,Dutch Fisheries Sector - Meeting with APA,['PECH'],European Parliament,Shadow rapporteur,06/09/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],WWF marine team,EU Marine files - meeting with APA,['PECH'],European Parliament,Member,29/08/2019
Annie SCHREIJER-PIERIK,125030,Netherlands,EPP,[''],EU recreational fisheries sector,Recreational fisheries - Meeting with APA,['PECH'],European Parliament,Member,27/08/2019
Esther de LANGE,38398,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Phone call with APA'],Air Quality Manager Transport & Environment,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Phone call with APA,['ENVI'],Phone call with APA,Rapporteur,09/09/2020
Esther de LANGE,38398,Netherlands,EPP,[''],Executive Director Public Affairs EFPIA,COVID-19,['ENVI'],Meeting with APA - Ginette,Member,08/09/2020
Esther de LANGE,38398,Netherlands,EPP,[''],Microbial Control Executive Council,COVID-19 - digital meeting with APA,['ENVI'],Digital,Member,07/09/2020
Esther de LANGE,38398,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Public Affairs Director ACEA,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Phone call with APA,['ENVI'],Phone call with APA,Rapporteur,02/09/2020
Esther de LANGE,38398,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Association for Emissions Control by Catalyst AECC AISBL,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Phone call with APA,['ENVI'],Phone call with APA,Rapporteur,10/07/2020
Esther de LANGE,38398,Netherlands,EPP,[''],Junior policy advisor + Director BPI e.V. (German Pharmaceutical Industry Association),Medicine shortages - meeting with APA,['ENVI'],Karsmakers,Member,06/07/2020
Esther de LANGE,38398,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Public Affairs Director ACEA,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Phone call with APA,['ENVI'],Phone call with APA,Rapporteur,03/07/2020
Esther de LANGE,38398,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Air Quality Manager Transport & Environment,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,['ENVI'],Phone call with APA,Rapporteur,01/07/2020
Esther de LANGE,38398,Netherlands,EPP,[''],Regulatory Affairs Manager European Heating Industry (EHI),Energy efficiency of buildings - Phone call with APA,['ENVI'],Digital meeting,Member,24/04/2020
Esther de LANGE,38398,Netherlands,EPP,[''],Director General Home Appliance Europe,Impact COVID-19 - Phone call with APA,['ENVI'],Digitally,Member,23/04/2020
Esther de LANGE,38398,Netherlands,EPP,[''],Product Regulation & Compliant officer Hitachi Construction Machinery,Impact COVID-19 - Call with APA,['ENVI'],Digital meeting,Member,21/04/2020
Esther de LANGE,38398,Netherlands,EPP,[''],Head of EU Office Sanofi,Vaccines COVID-19 - digital meeting with APA,['ENVI'],Digitally,Member,15/04/2020
Esther de LANGE,38398,Netherlands,EPP,[''],Public Affairs Director ACEA,Impact COVID-19 - Digital meeting with APA,['ENVI'],Digital meeting,Member,08/04/2020
Esther de LANGE,38398,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Public Affairs - Fuels & Emissions Director,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,['ENVI'],Exki,Rapporteur,05/03/2020
Esther de LANGE,38398,Netherlands,EPP,[''],"Specialised Nutrition Europe, Executive Director SNE",European Green Deal - meeting with APA,['ENVI'],European Parliament,Member,26/02/2020
Esther de LANGE,38398,Netherlands,EPP,[''],European Recycling Industries’ Confederation,Circular Economy - Meeting with APA,['ENVI'],European Parliament,Member,19/02/2020
Esther de LANGE,38398,Netherlands,EPP,[''],Japan Refrigeration and Air conditioning Industry Association,F-gas regulation - Meeting with APA,['ENVI'],European Parliament,Member,19/02/2020
Esther de LANGE,38398,Netherlands,EPP,,Zimmer Biomet,Medical devices - Meeting with APA,,European Parliament,Member,19/02/2020
Esther de LANGE,38398,Netherlands,EPP,[''],"OCP group, Chargee of OCP’s Paris Office, Senior Vice President for Sustainability",Sustainability/ sustainable business,['ENVI'],European Parliament,Member,19/02/2020
Esther de LANGE,38398,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Senior expert BOSCH,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,['ENVI'],European Parliament,Rapporteur,19/02/2020
Esther de LANGE,38398,Netherlands,EPP,[''],European secretary - Dutch Waste Management Association,Circular economy - waste,['ENVI'],European Parliament,Member,18/02/2020
Esther de LANGE,38398,Netherlands,EPP,[''],EU Government Affairs director - Novo Nordisk Region Europe Pharmaceuticals A/S,Health - Meeting with APA,['ENVI'],European Parliament,Member,14/02/2020
Esther de LANGE,38398,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Head of Office Verband der Automobilindustrie (VDA),Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,['ENVI'],European Parliament,Rapporteur,12/02/2020
Esther de LANGE,38398,Netherlands,EPP,[''],Palacioy Asociados,Green Deal,['ENVI'],European Parliament,Member,10/02/2020
Esther de LANGE,38398,Netherlands,EPP,[''],"Heineken, European Corporate Affairs Manager",Climate and sustainability - Meeting with APA,['ENVI'],European Parliament,Member,06/02/2020
Esther de LANGE,38398,Netherlands,EPP,[''],European Policy Director Snam,Green Deal,['ENVI'],European Parliament,Member,06/02/2020
