epid,mep,role,country,group,location,title,lobbyists,mep,dossier,committees,date
96711,Pascal CANFIN,Member,France,RE,European parliament,"Biodiversity, bees",UNAF,Pascal CANFIN,,,23/10/2019
96711,Pascal CANFIN,Member,France,RE,European parliament,"Biodiversity, circular economy",Danone,Pascal CANFIN,,,18/10/2019
96711,Pascal CANFIN,Member,France,RE,Brussels,"Biodiversity, deforestation",Danone,Pascal CANFIN,,,18/10/2019
96711,Pascal CANFIN,Member,France,RE,Brussels,European Alliance for Battery,InnoEnergy,Pascal CANFIN,,,18/10/2019
96711,Pascal CANFIN,Member,France,RE,European parliament,European Battery Alliance,Inno Energy,Pascal CANFIN,,,18/10/2019
96711,Pascal CANFIN,Member,France,RE,Brussels,Sustainable finance,Mirova,Pascal CANFIN,,,18/10/2019
96711,Pascal CANFIN,Member,France,RE,European parliament,"ETS, Green Deal",European Climate Foundation,Pascal CANFIN,,,17/10/2019
96711,Pascal CANFIN,Member,France,RE,Bruxelles,Green Deal,Green 10,Pascal CANFIN,,,17/10/2019
96711,Pascal CANFIN,Member,France,RE,Europea parliament,Green Deal,"business europe, CPGM, CISL, Air Liquide",Pascal CANFIN,,,17/10/2019
96711,Pascal CANFIN,Member,France,RE,Bruxelles,Green Deal,"Business Europe, SME United, Cambridge Institute for Sustainable Leadership",Pascal CANFIN,,,17/10/2019
96711,Pascal CANFIN,Member,France,RE,Bruxelles,Green Deal,European Climate Foundation,Pascal CANFIN,,,17/10/2019
96711,Pascal CANFIN,Member,France,RE,Brussels,Sustainable finance,Re-Define think tank,Pascal CANFIN,,,17/10/2019
96711,Pascal CANFIN,Member,France,RE,Brussels,Trade and sustainable development,Friends of the Earth,Pascal CANFIN,,,17/10/2019
96711,Pascal CANFIN,Member,France,RE,European parliament,Trade policy,Friends of the Earth,Pascal CANFIN,,,17/10/2019
96711,Pascal CANFIN,Member,France,RE,Bruxelles,Brexit and Environment,"WWF, Greener UK, Green Alliance, BirdLife",Pascal CANFIN,,,10/10/2019
96711,Pascal CANFIN,Member,France,RE,Bruxelles,"Sustainable finance, decabornation of economy, decarbonation in central europe",CEE Bank Watch,Pascal CANFIN,,,10/10/2019
96711,Pascal CANFIN,Member,France,RE,Bruxelles,Trade and sustainable development,Veblen Institute,Pascal CANFIN,,,10/10/2019
96711,Pascal CANFIN,Member,France,RE,Bruxelles,"Sustainable finance, decarbonation of economy",Gates Venture,Pascal CANFIN,,,09/10/2019
96711,Pascal CANFIN,Member,France,RE,European parliament,"Sustainable finance, ECB, EIB, European Climate Bank",Counter balance,Pascal CANFIN,,,06/09/2019
96711,Pascal CANFIN,Committee chair,France,RE,Parlement européen,"Environmental issues, Common Agricultural Policies, EU budget",WWF,Pascal CANFIN,['None'],['ENVI'],03/09/2019
96711,Pascal CANFIN,Committee chair,France,RE,Bruxelles,"Environnement, développement durable, santé, biodiversité",Green 10,Pascal CANFIN,"[""échange de vues sur l'ensemble des sujets environnementaux""]",['ENVI'],11/07/2019
96711,Pascal CANFIN,Committee chair,France,RE,Bruxelles,Taxe sur les transactions financières,Oxfam,Pascal CANFIN,['Taxe sur les transactions financières'],['ENVI'],10/07/2019
96711,Pascal CANFIN,Member,France,RE,Bruxelles,soutenabilité et alignement sur l'accord de Paris,"Ben van Beurden, PDG Shell",Pascal CANFIN,"['', '']","['ENVI', 'ITRE']",09/07/2019
96711,Pascal CANFIN,Member,France,RE,Strasbourg,finance durable,Triodos Bank,Pascal CANFIN,"['', '']","['ECON', 'ENVI']",03/07/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,Karsmakers,IUU - meeting with APA,EJF (Environmental Justice Foundation),Annie SCHREIJER-PIERIK,[''],['PECH'],04/03/2020
125030,Annie SCHREIJER-PIERIK,Shadow rapporteur,Netherlands,EPP,European Parliament,Fishing in Mauritania and Senegal - meeting with APA,"CAOPA, CFFA",Annie SCHREIJER-PIERIK,"['Recommendation on the draft Council decision on the conclusion of the Agreement in the form of an exchange of letters between the European Union and the Islamic Republic of Mauritania concerning the extension of the Protocol setting out the fishing opportunities and financial contribution provided for in the Fisheries Partnership Agreement between the European Community and the Islamic Republic of Mauritania, expiring on 15 November 2019']",['PECH'],20/02/2020
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,Brussels,Agriculture in the EP and Dutch Parliamentary committee work (by APA),Ms Neefjes,Annie SCHREIJER-PIERIK,[''],['AGRI'],21/01/2020
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,Brussels,"Intergroup Biodiversity, hunting and countryside","FACE (by APA), Ms De Jonge",Annie SCHREIJER-PIERIK,[''],['AGRI'],21/01/2020
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,European Parliament,Bycatch - meeting with APA,ClientEarth,Annie SCHREIJER-PIERIK,[''],['PECH'],15/01/2020
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,European Parliament,Fisheries - meeting with APA,CNPMEM Fisheries,Annie SCHREIJER-PIERIK,[''],['PECH'],12/11/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,European Parliament,Recreational fisheries,Sportvisserij NL,Annie SCHREIJER-PIERIK,[''],['PECH'],05/11/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,Brussels,Environmental policy (by APA),VNO NCW,Annie SCHREIJER-PIERIK,[''],['AGRI'],15/10/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,Brussels,Regions Week,VNO NCW - Regio Zwolle,Annie SCHREIJER-PIERIK,[''],['AGRI'],08/10/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,Brussels,"Plant breeding sector EU, Africa, NL",Plantum NL,Annie SCHREIJER-PIERIK,[''],['AGRI'],02/10/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,European Parliament,Offshore windfarms - meeting met APA,Collective of Small-Scale Fishermen,Annie SCHREIJER-PIERIK,[''],['PECH'],30/09/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,Brussels,Antimicrobial Resistance,Victor Maertens (HC) by APA,Annie SCHREIJER-PIERIK,[''],['AGRI'],25/09/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,Strasbourg European Parliament,Intergroup (with APA),FACE,Annie SCHREIJER-PIERIK,,,17/09/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,Brussels,Plant breeding,Plantum (APA),Annie SCHREIJER-PIERIK,[''],['AGRI'],11/09/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,European Parliament,Mercosur Agreement,"Nepluvi Dutch Poultry Sector, Gert Jan Oplaat",Annie SCHREIJER-PIERIK,[''],['INTA'],10/09/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,eMeeting,Plant breeding (APA),Plantum,Annie SCHREIJER-PIERIK,[''],['AGRI'],09/09/2019
125030,Annie SCHREIJER-PIERIK,Shadow rapporteur,Netherlands,EPP,European Parliament,Dutch Fisheries Sector - Meeting with APA,Nederlandse Permanente Vertegenwoordiging bij de EU,Annie SCHREIJER-PIERIK,['Conclusion of the Free Trade Agreement between the European Union and the Socialist Republic of Viet Nam'],['PECH'],06/09/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,European Parliament,EU Marine files - meeting with APA,WWF marine team,Annie SCHREIJER-PIERIK,[''],['PECH'],29/08/2019
125030,Annie SCHREIJER-PIERIK,Member,Netherlands,EPP,European Parliament,Recreational fisheries - Meeting with APA,EU recreational fisheries sector,Annie SCHREIJER-PIERIK,[''],['PECH'],27/08/2019
38398,Esther de LANGE,Member,Netherlands,EPP,Digital meeting,Energy efficiency of buildings - Phone call with APA,Regulatory Affairs Manager European Heating Industry (EHI),Esther de LANGE,[''],['ENVI'],24/04/2020
38398,Esther de LANGE,Member,Netherlands,EPP,Digitally,Impact COVID-19 - Phone call with APA,Director General Home Appliance Europe,Esther de LANGE,[''],['ENVI'],23/04/2020
38398,Esther de LANGE,Member,Netherlands,EPP,Digital meeting,Impact COVID-19 - Call with APA,Product Regulation & Compliant officer Hitachi Construction Machinery,Esther de LANGE,[''],['ENVI'],21/04/2020
38398,Esther de LANGE,Member,Netherlands,EPP,Digitally,Vaccines COVID-19 - digital meeting with APA,Head of EU Office Sanofi,Esther de LANGE,[''],['ENVI'],15/04/2020
38398,Esther de LANGE,Member,Netherlands,EPP,Digital meeting,Impact COVID-19 - Digital meeting with APA,Public Affairs Director ACEA,Esther de LANGE,[''],['ENVI'],08/04/2020
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,Exki,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,Public Affairs - Fuels & Emissions Director,Esther de LANGE,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],['ENVI'],05/03/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,European Green Deal - meeting with APA,"Specialised Nutrition Europe, Executive Director SNE",Esther de LANGE,[''],['ENVI'],26/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Circular Economy - Meeting with APA,European Recycling Industries’ Confederation,Esther de LANGE,[''],['ENVI'],19/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,F-gas regulation - Meeting with APA,Japan Refrigeration and Air conditioning Industry Association,Esther de LANGE,[''],['ENVI'],19/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Medical devices - Meeting with APA,Zimmer Biomet,Esther de LANGE,,,19/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Sustainability/ sustainable business,"OCP group, Chargee of OCP’s Paris Office, Senior Vice President for Sustainability",Esther de LANGE,[''],['ENVI'],19/02/2020
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,European Parliament,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,Senior expert BOSCH,Esther de LANGE,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],['ENVI'],19/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Circular economy - waste,European secretary - Dutch Waste Management Association,Esther de LANGE,[''],['ENVI'],18/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Health - Meeting with APA,EU Government Affairs director - Novo Nordisk Region Europe Pharmaceuticals A/S,Esther de LANGE,[''],['ENVI'],14/02/2020
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,European Parliament,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,Head of Office Verband der Automobilindustrie (VDA),Esther de LANGE,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],['ENVI'],12/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Green Deal,Palacioy Asociados,Esther de LANGE,[''],['ENVI'],10/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Climate and sustainability - Meeting with APA,"Heineken, European Corporate Affairs Manager",Esther de LANGE,[''],['ENVI'],06/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Green Deal,European Policy Director Snam,Esther de LANGE,[''],['ENVI'],06/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,PVC REACH - Meeting with APA,Consultants VinylPLus,Esther de LANGE,[''],['ENVI'],06/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Health - Meeting with APA,Director Government Affairs & Policy Europe GSK,Esther de LANGE,[''],['ENVI'],05/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,PCV REACH - Meeting with APA,Vice President and EU Director Collins Aerospace,Esther de LANGE,[''],['ENVI'],05/02/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Green Deal - Meeting with APA,EU Affairs consultants EDF – DAE,Esther de LANGE,[''],['ENVI'],31/01/2020
38398,Esther de LANGE,Member,Netherlands,EPP,Karsmakers,Circular economy - Meeting with APA,Advisors European Affairs VNO-NCW,Esther de LANGE,[''],['ENVI'],30/01/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Mobility - Meeting with APA,Manager Transport and Environment,Esther de LANGE,[''],['ENVI'],24/01/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Green Deal,"European Federation of Inland Ports (EFIP), Director",Esther de LANGE,[''],['ENVI'],22/01/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Health - Meeting with APA,Advoacy & Project Manager European Cancer Leagues (ECL),Esther de LANGE,[''],['ENVI'],15/01/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Titanium Dioxide - Meeting with APA,Public Affairs Consultants Titanium Dioxide Manufacturers Association,Esther de LANGE,[''],['ENVI'],10/01/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Green Deal,VNO-NCW Brussel - Permanent Delegate,Esther de LANGE,[''],['ENVI'],09/01/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Health,Director of Pharmacy European Association of Hospital Pharmacists,Esther de LANGE,[''],['ENVI'],08/01/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Health - Meeting with APA,Director Neprofarm,Esther de LANGE,[''],['ENVI'],07/01/2020
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Circular economy - meeting with APA,Serred board member - CEO Drumdrum,Esther de LANGE,[''],['ENVI'],10/12/2019
38398,Esther de LANGE,Member,Netherlands,EPP,Brussels,Climate and energy policy,"Director Shell Netherlands, Senior EU Affairs Manager Shell",Esther de LANGE,[''],['ENVI'],10/12/2019
38398,Esther de LANGE,Member,Netherlands,EPP,Brussels,Climate and aviation policy,"Director, Clean Sky II Joint Undertaking, Adviser, Clean Sky II Joint Undertaking",Esther de LANGE,[''],['ENVI'],05/12/2019
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,European Parliament,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information,RDW - EU coordinator and type approval expert,Esther de LANGE,['type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],['ENVI'],05/12/2019
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,European Parliament,type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information,RAI Vereniging - Directors,Esther de LANGE,['type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],['ENVI'],05/12/2019
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Urban Innovative Action,Municipality of Kerkrade officials,Esther de LANGE,[''],['ENVI'],02/12/2019
38398,Esther de LANGE,Member,Netherlands,EPP,Strasbourg,Aviation and climate policy,"Adviser, IATA",Esther de LANGE,[''],['ENVI'],27/11/2019
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Health - Meeting with APA,International Patient Organisation for Primary Immunodeficiencies - consultants,Esther de LANGE,[''],['ENVI'],27/11/2019
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,Karsmakers,Type approval - meeting with APA,Attache Permanent Representation of the Netherlands,Esther de LANGE,['type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],['ENVI'],18/11/2019
38398,Esther de LANGE,Member,Netherlands,EPP,Brussels,Financial Markets - meeting with APA,Chairman of AMAFI - Association française des marchés financiers,Esther de LANGE,[''],['ECON'],06/11/2019
38398,Esther de LANGE,Member,Netherlands,EPP,Brussels,Taxonomy - meeting with APA,Senior Policy Advisor Eurelectric,Esther de LANGE,[''],['ECON'],05/11/2019
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Electricity - meeting with APA,Junior Policy Officer European Distribution System Operations,Esther de LANGE,[''],['ENVI'],04/11/2019
38398,Esther de LANGE,Member,Netherlands,EPP,Brussels,EIB,EIB Permanent Representative in Brussels,Esther de LANGE,[''],['ECON'],17/10/2019
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,Brussels,NPL - meeting with APA,Director of the Mr Nicholas Smith from the Alternative Credit Council (ACC),Esther de LANGE,['NPL'],['ECON'],16/10/2019
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Health - Meeting with APA,European Alcohol Policy Alliance,Esther de LANGE,[''],['ENVI'],14/10/2019
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Climate and industrial policy - meeting with APA,"Carl van der Horst, Director European Affairs, Tata Steel",Esther de LANGE,[''],['ENVI'],10/10/2019
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,Brussels,NPL - meeting with APA,"Head of Legal, International & Public Affairs European Banking Federation",Esther de LANGE,['NPL'],['ECON'],10/10/2019
38398,Esther de LANGE,Member,Netherlands,EPP,Brussels,Banking - meeting with APA,Director European and International Affairs Dutch Banking Association,Esther de LANGE,[''],['ECON'],09/10/2019
38398,Esther de LANGE,Member,Netherlands,EPP,Brussels,Basel 3.5/ Bankenunie/ Sustainable Finance/ Digitalisering,Senior public affairs officials ING,Esther de LANGE,[''],['ECON'],09/10/2019
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Health - Meeting with APA,European League Against Rheumatism (EULAR,Esther de LANGE,[''],['ENVI'],04/10/2019
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,European Parliament,Motor vehicles: type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,Executive Director Association for Emissions Control by Catalyst AECC,Esther de LANGE,['Motor vehicles: type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],['ENVI'],04/10/2019
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,Brussels,NPL - meeting with APA,Director General of FENCA - Federation of European National Collection Associations,Esther de LANGE,['NPL'],['ECON'],03/10/2019
38398,Esther de LANGE,Member,Netherlands,EPP,European Parliament,Health - Meeting with APA,Government Affairs Baxter,Esther de LANGE,[''],['ENVI'],02/10/2019
38398,Esther de LANGE,Rapporteur,Netherlands,EPP,European Parliament,Motor vehicles: type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information,Senior Expert and Head of EU Affairs Office BOSCH,Esther de LANGE,['Motor vehicles: type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],['ENVI'],30/09/2019
